no,nama,kalimat,tema_postingan,ponpes,sentiment_class,sentiment_score,aspek_manual,text_for_rnn
263,Arkaarka Arkaarka,"Semangat,luar biasa",SUASANA UPACARA 17 AGUSTUS,PPM AL-Ikhlash Lampoko,Positive,15.0,Fasilitas,"Semangat,luar biasa SUASANA UPACARA 17 AGUSTUS"
264,Isra Haruna,"Mantap dan luar biasa,, semoga jaya slalu.. Aminn",SUASANA UPACARA 17 AGUSTUS,PPM AL-Ikhlash Lampoko,Positive,20.0,Fasilitas,"Mantap dan luar biasa,, semoga jaya slalu.. Aminn SUASANA UPACARA 17 AGUSTUS"
265,Ramdania Mar,"Terharu dn bangga melihat semangaat anak"" ppm al ikhlas xg luar biasa💪🏻👍🏻👍🏻👍🏻🥲😘😘 🇮🇩🇮🇩🇮🇩🇮🇩",SUASANA UPACARA 17 AGUSTUS,PPM AL-Ikhlash Lampoko,Positive,23.0,Fasilitas,"Terharu dn bangga melihat semangaat anak"" ppm al ikhlas xg luar biasa💪🏻👍🏻👍🏻👍🏻🥲😘😘 🇮🇩🇮🇩🇮🇩🇮🇩 SUASANA UPACARA 17 AGUSTUS"
266,Masita,Kok perempuan semua??,SUASANA UPACARA 17 AGUSTUS,PPM AL-Ikhlash Lampoko,Positive,4.0,Fasilitas,Kok perempuan semua?? SUASANA UPACARA 17 AGUSTUS
267,Isyah Isyah,Merdeka,SUASANA UPACARA 17 AGUSTUS,PPM AL-Ikhlash Lampoko,Positive,4.0,Fasilitas,Merdeka SUASANA UPACARA 17 AGUSTUS
268,Nur Hafidzah Anas,"Semangat anak"" Sholeh dan sholeha",LATIHAN GERAK JALAN SANTRI PPM AL-IKHLASH DALAM RANGKA PERSIAPAN HUT RI KE-79,PPM AL-Ikhlash Lampoko,Positive,14.0,Pembinaan Karakter,"Semangat anak"" Sholeh dan sholeha LATIHAN GERAK JALAN SANTRI PPM AL-IKHLASH DALAM RANGKA PERSIAPAN HUT RI KE-79"
269,Lukman Lukhen,Semangat gasssspollll,LATIHAN GERAK JALAN SANTRI PPM AL-IKHLASH DALAM RANGKA PERSIAPAN HUT RI KE-79,PPM AL-Ikhlash Lampoko,Positive,11.0,Lingkungan,Semangat gasssspollll LATIHAN GERAK JALAN SANTRI PPM AL-IKHLASH DALAM RANGKA PERSIAPAN HUT RI KE-79
270,Sridamayanti S,Sehat sehat selalu anak anak sholeha ku semuanya 😍,LATIHAN GERAK JALAN SANTRI PPM AL-IKHLASH DALAM RANGKA PERSIAPAN HUT RI KE-79,PPM AL-Ikhlash Lampoko,Positive,25.0,Pembinaan Karakter,Sehat sehat selalu anak anak sholeha ku semuanya 😍 LATIHAN GERAK JALAN SANTRI PPM AL-IKHLASH DALAM RANGKA PERSIAPAN HUT RI KE-79
271,Rusma Rustam,Alhamdulillah ustadz,"Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo",PPM AL-Ikhlash Lampoko,Positive,23.0,Fasilitas,"Alhamdulillah ustadz Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo"
272,Sudirman Man'd Art Samual,Terima kasih banyak ustadz Ihsan Zainuddin dan seluruh pembina Pondok Pesantren Modern Al-Ikhlash atas dukungannya kepada anak kami 🙏,"Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo",PPM AL-Ikhlash Lampoko,Positive,41.0,Akademik,"Terima kasih banyak ustadz Ihsan Zainuddin dan seluruh pembina Pondok Pesantren Modern Al-Ikhlash atas dukungannya kepada anak kami 🙏 Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo"
273,Ihsan Zainuddin,"Insya Allah, terus semangat berlatih","Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo",PPM AL-Ikhlash Lampoko,Positive,30.0,Pembinaan Karakter,"Insya Allah, terus semangat berlatih Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo"
274,Syafira,Alhamdulillah... Selamat nak Dzaka🙏🙏 brjuang terus 💪💪,"Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo",PPM AL-Ikhlash Lampoko,Positive,25.0,Kualitas Guru,"Alhamdulillah... Selamat nak Dzaka🙏🙏 brjuang terus 💪💪 Dzaka Alkarim Dhiaulhaq, santri dari PPM Al-Ikhlash Lampoko, siswa kelas VIII B SMP, yang telah meraih medali emas pada ajang Bali Taekwondo"
275,Nurlina Suardi,MasyaAllah tabarakallah,Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,7.0,Motivasi/Spiritual,MasyaAllah tabarakallah Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!
276,Syahril Rahman,Selamat buat keduanya semoga menjadi anak yg sukses...,Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,27.0,Motivasi/Spiritual,Selamat buat keduanya semoga menjadi anak yg sukses... Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!
277,Muh Tanwir,"alhamdulillah semoga berkah dan lancar urusannya,  dan semoga ananda berdua sukses studinya di Mesir  🇪🇬",Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,35.0,Motivasi/Spiritual,"alhamdulillah semoga berkah dan lancar urusannya,  dan semoga ananda berdua sukses studinya di Mesir  🇪🇬 Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!"
278,Paud Tigaserangkai,"MasyaAllah, barakallah , semoga teman2 yg lain bisa seperti ini. Aamiin",Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,15.0,Motivasi/Spiritual,"MasyaAllah, barakallah , semoga teman2 yg lain bisa seperti ini. Aamiin Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!"
279,Raj Biah,Alhamdulillah.   Selamat untuk keduanya semoga menjadi panutan untuk ade2 nya yg masih di pondok....Jaya selalu,Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,29.0,Motivasi/Spiritual,Alhamdulillah.   Selamat untuk keduanya semoga menjadi panutan untuk ade2 nya yg masih di pondok....Jaya selalu Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!
280,Nur Hafidzah Anas,"Masya Allah tabarakallah,sukses selalu kalian berdua,semoga anakku bisa mengikuti jejak mereka.aamiin Allahumma aamiin🤲🤲🤲",Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,30.0,Pembinaan Karakter,"Masya Allah tabarakallah,sukses selalu kalian berdua,semoga anakku bisa mengikuti jejak mereka.aamiin Allahumma aamiin🤲🤲🤲 Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!"
281,Muh Anas Makkarumpa,"Luaar biasa prestasi dan prestise mu,sukses lalu ,dlm perlindunganNya Aamiin",Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,25.0,Motivasi/Spiritual,"Luaar biasa prestasi dan prestise mu,sukses lalu ,dlm perlindunganNya Aamiin Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!"
282,Syafira,Masya allah,Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!,PPM AL-Ikhlash Lampoko,Positive,12.0,Motivasi/Spiritual,Masya allah Santri PPM Al-Ikhlash Menuju Universitas Al-Azhar Mesir!
283,Nurjati Husain Jati,Alhamdulillah selamat semoga amanah menjalankan tugasnya,SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,27.0,Pembinaan Karakter,Alhamdulillah selamat semoga amanah menjalankan tugasnya SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI
284,Dewi Devita,"Selamat dan sukses nak faqih..beberapa hari sebelum pengumuman sempat bermalam di rumah dua malam..pas pulang pamit nak faqih bilang,,terimakasih Tante ,Tante mohon doa nya yaa doakan saya lulus ,dgn santun dan sangat beretika .. Alhamdulillah nak faqih lulus..semoga berkah dan menjadi abdi negara yg santun dan berakhlak..pertahankan.🥰",SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,103.0,Pembinaan Karakter,"Selamat dan sukses nak faqih..beberapa hari sebelum pengumuman sempat bermalam di rumah dua malam..pas pulang pamit nak faqih bilang,,terimakasih Tante ,Tante mohon doa nya yaa doakan saya lulus ,dgn santun dan sangat beretika .. Alhamdulillah nak faqih lulus..semoga berkah dan menjadi abdi negara yg santun dan berakhlak..pertahankan.🥰 SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI"
285,Mardiana Malla,Selamat semoga amanah dalam menjalankan tugas,SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,22.0,Pembinaan Karakter,Selamat semoga amanah dalam menjalankan tugas SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI
286,Nurhaida Mulda,Selamat untuk Ananda jadi abdi negara..,SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,18.0,Pembinaan Karakter,Selamat untuk Ananda jadi abdi negara.. SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI
287,Syahril Rahman,Selamat dan sukses semoga amanah dalam mengembang amanah aamiin,SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,34.0,Pembinaan Karakter,Selamat dan sukses semoga amanah dalam mengembang amanah aamiin SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI
288,Serlin Samon,Alhamdulillah Selamet atas kelulusan nya,SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,19.0,Pembinaan Karakter,Alhamdulillah Selamet atas kelulusan nya SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI
289,Asmuni Muni,"Masya Allah ,selamat untuk ananda bertiga tetaplsh amanah",SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI,PPM AL-Ikhlash Lampoko,Positive,25.0,Pembinaan Karakter,"Masya Allah ,selamat untuk ananda bertiga tetaplsh amanah SELAMAT KEPADA ALUMNI SANTRI PPM AL-IKHLASH LAMPOKO ATAS KELULUSAN UJIAN BINTARA POLISI"
290,Hasan Ulfa,Masyah allah,SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,21.0,Akademik,Masyah allah SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN
291,Nurjati Husain Jati,Alhamdulillah,SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,21.0,Akademik,Alhamdulillah SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN
292,Nur Azizah,"Alhamdulillah, semoga anak-anak kami tetap istiqomah dalam menghapal ayat-ayat Alquran 🤲🤲🤲",SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,39.0,Akademik,"Alhamdulillah, semoga anak-anak kami tetap istiqomah dalam menghapal ayat-ayat Alquran 🤲🤲🤲 SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN"
293,Iyya Fhia,"Alhmdulillah,,selamat buat Nanda2 smua_x000D_
semoga ilmux bertambah_x000D_
dan smga ank2 santri yg lain jg BS termotivasi",SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,37.0,Akademik,"Alhmdulillah,,selamat buat Nanda2 smua_x000D_
semoga ilmux bertambah_x000D_
dan smga ank2 santri yg lain jg BS termotivasi SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN"
294,Serlin Samon,Masya Allah Alhamdulillah,SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,26.0,Akademik,Masya Allah Alhamdulillah SELAMAT DAN SUKSES KEPADA PARA SANTRI YANG TELAH MENYELESAIKAN TARGET HAFALAN PADA PROGRAM TAHFIZHUL QUR'AN
295,Andi Ruslan,"Masya Allah, Alhamdulillah",lolos ke tingkat provinsi dalam ajang Olimpiade Sains Nasional (OSN) bidang Matematika!,PPM AL-Ikhlash Lampoko,Positive,21.0,Kualitas Guru,"Masya Allah, Alhamdulillah lolos ke tingkat provinsi dalam ajang Olimpiade Sains Nasional (OSN) bidang Matematika!"
296,Ila Zaqi,Selmt na semoga sukses selalu dlm menutut ilmu.dan akn sellu kebanggaan orangtua,lolos ke tingkat provinsi dalam ajang Olimpiade Sains Nasional (OSN) bidang Matematika!,PPM AL-Ikhlash Lampoko,Positive,22.0,Akademik,Selmt na semoga sukses selalu dlm menutut ilmu.dan akn sellu kebanggaan orangtua lolos ke tingkat provinsi dalam ajang Olimpiade Sains Nasional (OSN) bidang Matematika!
297,Jasman,Alhamdulillah.. Lancar terus penerus bangsa 🤲😇,lolos ke tingkat provinsi dalam ajang Olimpiade Sains Nasional (OSN) bidang Matematika!,PPM AL-Ikhlash Lampoko,Positive,22.0,Kualitas Guru,Alhamdulillah.. Lancar terus penerus bangsa 🤲😇 lolos ke tingkat provinsi dalam ajang Olimpiade Sains Nasional (OSN) bidang Matematika!
298,Tasmiati Marwan,Maa syaa Allah semoga anakku nanti juga bisa jadi penghafal Qur'an,SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,27.0,Akademik,Maa syaa Allah semoga anakku nanti juga bisa jadi penghafal Qur'an SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN
299,Fatimah,Masya Allah semoga d mudahkan semua ank2 dlm menghapal Al-Qur'an aamiin 🤲🤲🤲,SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,26.0,Akademik,Masya Allah semoga d mudahkan semua ank2 dlm menghapal Al-Qur'an aamiin 🤲🤲🤲 SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN
300,Dina Mika,Semoga amiqah mengikuti jejak kakak kelasnya,SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,20.0,Akademik,Semoga amiqah mengikuti jejak kakak kelasnya SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN
301,Nur Azizah,Masya Allah semoga generasiku juga bisa ikut dengan mereka🤲🤲🤲,SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,25.0,Akademik,Masya Allah semoga generasiku juga bisa ikut dengan mereka🤲🤲🤲 SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN
302,Sri Wahyuni Ayu Djibran,"Congrats untuk semua, semoga sukses kedepannya. Aamiin",SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,22.0,Akademik,"Congrats untuk semua, semoga sukses kedepannya. Aamiin SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN"
303,Nur Aliyah,Selamat  dan sukses untuk semuanya..,SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN,PPM AL-Ikhlash Lampoko,Positive,24.0,Akademik,Selamat  dan sukses untuk semuanya.. SELAMAT MELEWATI UJIAN TAHFIZHUL QUR'AN
304,Sahril Bakri,salam rindu juga pak ustad🙏,Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko.,PPM AL-Ikhlash Lampoko,Positive,13.0,Akademik,salam rindu juga pak ustad🙏 Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko.
305,Yasin,"Aamiin YRA salam rinduh jg pk ustaz,smg kita semua p umur,n anak""kita semua sehat,n kmbali kpondok dngn selamat tmks bxk pk ustadz",Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko.,PPM AL-Ikhlash Lampoko,Positive,32.0,Akademik,"Aamiin YRA salam rinduh jg pk ustaz,smg kita semua p umur,n anak""kita semua sehat,n kmbali kpondok dngn selamat tmks bxk pk ustadz Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko."
306,uwe'Ikar Al Kamansy,"Masya Allah......terima kasih atas smua yg ustadz berikan kepada anak kami, tanpa ustadz anak kami bukanlah siapa-siapa. semoga Allah membalas amal jariah ustadz....salam kami orang santri",Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko.,PPM AL-Ikhlash Lampoko,Positive,60.0,Akademik,"Masya Allah......terima kasih atas smua yg ustadz berikan kepada anak kami, tanpa ustadz anak kami bukanlah siapa-siapa. semoga Allah membalas amal jariah ustadz....salam kami orang santri Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko."
307,Summi Ona,❤️❤️♥️♥️♥️♥️♥️❤️❤️❤️,Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko.,PPM AL-Ikhlash Lampoko,Positive,8.0,Akademik,❤️❤️♥️♥️♥️♥️♥️❤️❤️❤️ Salam Rindu dari Pimpinan Pondok Pesantren Modern Al-Ikhlash untuk seluruh santri PPM Al-Ikhlash Lampoko.
308,Muh Jayadi Djafar,MasyaAllahh nak fahmi,CERAMAH SAFARI RAMADHANI oleh FAHMI,PPM AL-Ikhlash Lampoko,Neutral,0.0,Motivasi/Spiritual,MasyaAllahh nak fahmi CERAMAH SAFARI RAMADHANI oleh FAHMI
309,Muh Jayadi Djafar,Alhamdulillah....,CERAMAH SAFARI RAMADHANI oleh FAHMI,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Alhamdulillah.... CERAMAH SAFARI RAMADHANI oleh FAHMI
310,Lisna Hasan,masya Allah...sukses dan sehat selalu de fahmi,CERAMAH SAFARI RAMADHANI oleh FAHMI,PPM AL-Ikhlash Lampoko,Positive,13.0,Motivasi/Spiritual,masya Allah...sukses dan sehat selalu de fahmi CERAMAH SAFARI RAMADHANI oleh FAHMI
311,Muh Jayadi Djafar,InsyaAllah pak dusun 🙏,CERAMAH SAFARI RAMADHANI oleh FAHMI,PPM AL-Ikhlash Lampoko,Positive,2.0,Motivasi/Spiritual,InsyaAllah pak dusun 🙏 CERAMAH SAFARI RAMADHANI oleh FAHMI
312,Darlia,Alhamdulillah ketemukh tdi mlm Pa 😁🤗,CERAMAH SAFARI RAMADHANI oleh FAHMI,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,Alhamdulillah ketemukh tdi mlm Pa 😁🤗 CERAMAH SAFARI RAMADHANI oleh FAHMI
313,Sittimaryan Muin Sakoda,"Barokallahufieq..._x000D_
Sehat selalu nak...._x000D_
Waltakummingkumummatuyyadunailalkhair.waya'muruna bilma'ruf.wayanhauna anilmungkar..._x000D_
Aset kami....terkhusus bapak Jayadi Jafar ..dan ibu Nurmala Sari .muin",CERAMAH SAFARI RAMADHANI oleh FAHMI,PPM AL-Ikhlash Lampoko,Positive,5.0,Motivasi/Spiritual,"Barokallahufieq..._x000D_
Sehat selalu nak...._x000D_
Waltakummingkumummatuyyadunailalkhair.waya'muruna bilma'ruf.wayanhauna anilmungkar..._x000D_
Aset kami....terkhusus bapak Jayadi Jafar ..dan ibu Nurmala Sari .muin CERAMAH SAFARI RAMADHANI oleh FAHMI"
314,Uphi Hamid,Yuyun Hamid,LIVE TASMI PUTRI,PPM AL-Ikhlash Lampoko,Positive,3.0,Lingkungan,Yuyun Hamid LIVE TASMI PUTRI
315,Yunaish,Barakallahu fiik,LIVE TASMI PUTRI,PPM AL-Ikhlash Lampoko,Positive,3.0,Lingkungan,Barakallahu fiik LIVE TASMI PUTRI
316,Yunaish,Yassarlah 🤲🤲🤲,LIVE TASMI PUTRI,PPM AL-Ikhlash Lampoko,Positive,3.0,Lingkungan,Yassarlah 🤲🤲🤲 LIVE TASMI PUTRI
317,Uphi Hamid,Hafida,LIVE TASMI PUTRI,PPM AL-Ikhlash Lampoko,Positive,3.0,Lingkungan,Hafida LIVE TASMI PUTRI
318,Hafida Hamid,Allahummarhamna bil qur'an 🤲,LIVE TASMI PUTRI,PPM AL-Ikhlash Lampoko,Positive,3.0,Lingkungan,Allahummarhamna bil qur'an 🤲 LIVE TASMI PUTRI
319,Asmuni Muni,"Semangat nanda, moga hafalannya jadi berkah tuk nanda sendiri dan ponfok se cara keseluruhan , ya Allah sucikan  hatinya semua",LIVE TASMI PUTRI,PPM AL-Ikhlash Lampoko,Positive,33.0,Lingkungan,"Semangat nanda, moga hafalannya jadi berkah tuk nanda sendiri dan ponfok se cara keseluruhan , ya Allah sucikan  hatinya semua LIVE TASMI PUTRI"
320,Nurlina Suardi,Luar biasa,PENYERAHAN PIAGAM PENGHARGAAN LANGUAGE STAR OF THE MONTH TAHUN 2024,PPM AL-Ikhlash Lampoko,Positive,14.0,Fasilitas,Luar biasa PENYERAHAN PIAGAM PENGHARGAAN LANGUAGE STAR OF THE MONTH TAHUN 2024
321,Yuli Suratman,"MasyaAllah, sehat slalu anak anak Sholeh dan Sholehah 🤲🥰",PENYERAHAN PIAGAM PENGHARGAAN LANGUAGE STAR OF THE MONTH TAHUN 2024,PPM AL-Ikhlash Lampoko,Positive,19.0,Pembinaan Karakter,"MasyaAllah, sehat slalu anak anak Sholeh dan Sholehah 🤲🥰 PENYERAHAN PIAGAM PENGHARGAAN LANGUAGE STAR OF THE MONTH TAHUN 2024"
322,Wahyu Bin Djalal,Selamat untuk para pendekar 👏👏👏,PENYERAHAN PIAGAM PENGHARGAAN DAN REWARDS,PPM AL-Ikhlash Lampoko,Positive,18.0,Akademik,Selamat untuk para pendekar 👏👏👏 PENYERAHAN PIAGAM PENGHARGAAN DAN REWARDS
323,Hasby Putra,Masya Allah semoga tambah sukses dan berkah 🙏,MUSYAWARAH KERJA MENYAMPAIKAN VISI MISI & DEBAT,PPM AL-Ikhlash Lampoko,Positive,34.0,Pembinaan Karakter,Masya Allah semoga tambah sukses dan berkah 🙏 MUSYAWARAH KERJA MENYAMPAIKAN VISI MISI & DEBAT
324,Nurjati Husain Jati,masya Allah nak Fakri/nak Lawani sukses selalu nak,MUSYAWARAH KERJA MENYAMPAIKAN VISI MISI & DEBAT,PPM AL-Ikhlash Lampoko,Positive,31.0,Pembinaan Karakter,masya Allah nak Fakri/nak Lawani sukses selalu nak MUSYAWARAH KERJA MENYAMPAIKAN VISI MISI & DEBAT
325,Nurjati Husain Jati,masya Allah tabarakallah,PEMILIHAN KETUA OSPI Tahun 2024-2025,PPM AL-Ikhlash Lampoko,Positive,7.0,Sosial,masya Allah tabarakallah PEMILIHAN KETUA OSPI Tahun 2024-2025
326,Arni Alfinah,Masya allah tabarakallah kka fahri😍 Semoga pemilihanx lancar dan terpilih😇,PEMILIHAN KETUA OSPI Tahun 2024-2025,PPM AL-Ikhlash Lampoko,Positive,16.0,Sosial,Masya allah tabarakallah kka fahri😍 Semoga pemilihanx lancar dan terpilih😇 PEMILIHAN KETUA OSPI Tahun 2024-2025
327,Hasan Ulfa,Masyah allah,PEMILIHAN KETUA OSPI Tahun 2024-2025,PPM AL-Ikhlash Lampoko,Positive,7.0,Sosial,Masyah allah PEMILIHAN KETUA OSPI Tahun 2024-2025
328,Hasriani,"Assalamualaikum wr WB, Alhadulilah atas prestasi yg diraih oleh anak kami Luthfi Anshar, peringkat 1 umum untuk pondokan dan peringkat 2 umum untuk pelajaran umum, terima kasih yg tak terhingga atas bimbingan,didikan dan jg ajaran para ustadz dan ustadzah sehingga anak kami BS meraih ini semua,semoga para ustadz dan ustadzah yg ada di pondok selalu dlm lindunganNya dan sehat dlm menjlnkan aktifitas dlm mengayomi anak2 kami dipondok,aamiin🤲 Mf pak ustadz TDK ada sy liat foto anaku pegang sertifikat 🙏",PENGUMUMAN RANGKING UMUM,PPM AL-Ikhlash Lampoko,Positive,86.0,Akademik,"Assalamualaikum wr WB, Alhadulilah atas prestasi yg diraih oleh anak kami Luthfi Anshar, peringkat 1 umum untuk pondokan dan peringkat 2 umum untuk pelajaran umum, terima kasih yg tak terhingga atas bimbingan,didikan dan jg ajaran para ustadz dan ustadzah sehingga anak kami BS meraih ini semua,semoga para ustadz dan ustadzah yg ada di pondok selalu dlm lindunganNya dan sehat dlm menjlnkan aktifitas dlm mengayomi anak2 kami dipondok,aamiin🤲 Mf pak ustadz TDK ada sy liat foto anaku pegang sertifikat 🙏 PENGUMUMAN RANGKING UMUM"
329,Fadhilah Nardju,Sampai kpn ujian pasx ?,Penilaian Akhir Semester Ganjil Tahun Ajaran 2023/2024,PPM AL-Ikhlash Lampoko,Positive,24.0,Pembinaan Karakter,Sampai kpn ujian pasx ? Penilaian Akhir Semester Ganjil Tahun Ajaran 2023/2024
